motor_raw,angle_x
255,5.383
240,-1.7503
225,-12.0096
210,-22.0608
195,-32.4747
180,-43.9461
165,-55.1337
150,-66.4973
135,-77.803
120,-88.0074
105,-98.1731
90,-108.3217
75,-118.7191
60,-129.3571
45,-140.2287
30,-149.9129
15,-159.0342
0,-167.7373
