motor_raw,angle_x
255,39.9837
240,37.1369
225,31.636
210,26.443
195,21.1606
180,15.4568
165,9.7277
150,4.0399
135,-2.407
120,-8.6058
105,-14.0942
90,-19.2486
75,-24.5581
60,-29.957
45,-35.5253
30,-41.9764
15,-47.4385
0,-52.1673
